Time,Temperature(°C),Precipitation(mm),Cloudcover(%),Pressure(hPa),Wind Speed(km / h),Dewpoint(°C)
01 04 2018 01:50,1.9,0.2,34,906.5,5,1.1
01 04 2018 02:00,2.1,0.1,61,906.7,5.3,1
01 04 2018 02:10,2.1,0.1,61,906.7,5.3,1
01 04 2018 02:20,2.1,0.1,61,906.7,5.3,1
01 04 2018 02:30,2.1,0.1,61,906.7,5.3,1
01 04 2018 02:40,2.1,0.1,61,906.7,5.3,1
01 04 2018 02:50,2.1,0.1,61,906.7,5.3,1
01 04 2018 03:00,3.4,0.1,100,907.8,7.2,2
01 04 2018 03:10,3.4,0.1,100,907.8,7.2,2
01 04 2018 03:20,3.4,0.1,100,907.8,7.2,2
01 04 2018 03:30,3.4,0.1,100,907.8,7.2,2
01 04 2018 03:40,3.4,0.1,100,907.8,7.2,2
01 04 2018 03:50,3.4,0.1,100,907.8,7.2,2
01 04 2018 04:00,4.5,0.1,76,908,8.3,2.2
01 04 2018 04:10,4.5,0.1,76,908,8.3,2.2
01 04 2018 04:20,4.5,0.1,76,908,8.3,2.2
01 04 2018 04:30,4.5,0.1,76,908,8.3,2.2
01 04 2018 04:40,4.5,0.1,76,908,8.3,2.2
01 04 2018 04:50,4.5,0.1,76,908,8.3,2.2
01 04 2018 05:00,5.8,0.1,61,908,8.4,1.5
01 04 2018 05:10,5.8,0.1,61,908,8.4,1.5
01 04 2018 05:20,5.8,0.1,61,908,8.4,1.5
01 04 2018 05:30,5.8,0.1,61,908,8.4,1.5
01 04 2018 05:40,5.8,0.1,61,908,8.4,1.5
01 04 2018 05:50,5.8,0.1,61,908,8.4,1.5
01 04 2018 06:00,6.2,0,51,907.5,0.8,0.9
01 04 2018 06:10,6.2,0,51,907.5,0.8,0.9
01 04 2018 06:20,6.2,0,51,907.5,0.8,0.9
01 04 2018 06:30,6.2,0,51,907.5,0.8,0.9
01 04 2018 06:40,6.2,0,51,907.5,0.8,0.9
01 04 2018 06:50,6.2,0,51,907.5,0.8,0.9
01 04 2018 07:00,6,0,56,907.1,5.4,1.6
01 04 2018 07:10,6,0,56,907.1,5.4,1.6
01 04 2018 07:20,6,0,56,907.1,5.4,1.6
01 04 2018 07:30,6,0,56,907.1,5.4,1.6
01 04 2018 07:40,6,0,56,907.1,5.4,1.6
01 04 2018 07:50,6,0,56,907.1,5.4,1.6
01 04 2018 08:00,6.3,0.2,35,906.4,5.2,2.4
01 04 2018 08:10,6.3,0.2,35,906.4,5.2,2.4
01 04 2018 08:20,6.3,0.2,35,906.4,5.2,2.4
01 04 2018 08:30,6.3,0.2,35,906.4,5.2,2.4
01 04 2018 08:40,6.3,0.2,35,906.4,5.2,2.4
01 04 2018 08:50,6.3,0.2,35,906.4,5.2,2.4
01 04 2018 09:00,5.6,0,38,906,8.9,3.2
01 04 2018 09:10,5.6,0,38,906,8.9,3.2
01 04 2018 09:20,5.6,0,38,906,8.9,3.2
01 04 2018 09:30,5.6,0,38,906,8.9,3.2
01 04 2018 09:40,5.6,0,38,906,8.9,3.2
01 04 2018 09:50,5.6,0,38,906,8.9,3.2
01 04 2018 10:00,4.6,0,50,905.8,8,3.2
01 04 2018 10:10,4.6,0,50,905.8,8,3.2
01 04 2018 10:20,4.6,0,50,905.8,8,3.2
01 04 2018 10:30,4.6,0,50,905.8,8,3.2
01 04 2018 10:40,4.6,0,50,905.8,8,3.2
01 04 2018 10:50,4.6,0,50,905.8,8,3.2
01 04 2018 11:00,2.3,0,48,905.4,7.2,2
01 04 2018 11:10,2.3,0,48,905.4,7.2,2
01 04 2018 11:20,2.3,0,48,905.4,7.2,2
01 04 2018 11:30,2.3,0,48,905.4,7.2,2
01 04 2018 11:40,2.3,0,48,905.4,7.2,2
01 04 2018 11:50,2.3,0,48,905.4,7.2,2
01 04 2018 12:00,2.2,0,53,905.9,7,1.7
01 04 2018 12:10,2.2,0,53,905.9,7,1.7
01 04 2018 12:20,2.2,0,53,905.9,7,1.7
01 04 2018 12:30,2.2,0,53,905.9,7,1.7
01 04 2018 12:40,2.2,0,53,905.9,7,1.7
01 04 2018 12:50,2.2,0,53,905.9,7,1.7
01 04 2018 13:00,1.7,0,80,906.2,7.2,1.6
01 04 2018 13:10,1.7,0,80,906.2,7.2,1.6
01 04 2018 13:20,1.7,0,80,906.2,7.2,1.6
01 04 2018 13:30,1.7,0,80,906.2,7.2,1.6
01 04 2018 13:40,1.7,0,80,906.2,7.2,1.6
01 04 2018 13:50,1.7,0,80,906.2,7.2,1.6
01 04 2018 14:00,1.8,0,100,906.7,5.9,1.8
01 04 2018 14:10,1.8,0,100,906.7,5.9,1.8
01 04 2018 14:20,1.8,0,100,906.7,5.9,1.8
01 04 2018 14:30,1.8,0,100,906.7,5.9,1.8
01 04 2018 14:40,1.8,0,100,906.7,5.9,1.8
01 04 2018 14:50,1.8,0,100,906.7,5.9,1.8
01 04 2018 15:00,2.9,0,100,908,6.6,2.8
01 04 2018 15:10,2.9,0,100,908,6.6,2.8
01 04 2018 15:20,2.9,0,100,908,6.6,2.8
01 04 2018 15:30,2.9,0,100,908,6.6,2.8
01 04 2018 15:40,2.9,0,100,908,6.6,2.8
01 04 2018 15:50,2.9,0,100,908,6.6,2.8
01 04 2018 16:00,2.9,0,100,908.4,8,2.8
01 04 2018 16:10,2.9,0,100,908.4,8,2.8
01 04 2018 16:20,2.9,0,100,908.4,8,2.8
01 04 2018 16:30,2.9,0,100,908.4,8,2.8
01 04 2018 16:40,2.9,0,100,908.4,8,2.8
01 04 2018 16:50,2.9,0,100,908.4,8,2.8
01 04 2018 17:00,3,0,100,908.9,9.7,2.7
01 04 2018 17:10,3,0,100,908.9,9.7,2.7
01 04 2018 17:20,3,0,100,908.9,9.7,2.7
01 04 2018 17:30,3,0,100,908.9,9.7,2.7
01 04 2018 17:40,3,0,100,908.9,9.7,2.7
01 04 2018 17:50,3,0,100,908.9,9.7,2.7
01 04 2018 18:00,2.9,0,100,909.2,9.2,2.7
01 04 2018 18:10,2.9,0,100,909.2,9.2,2.7
01 04 2018 18:20,2.9,0,100,909.2,9.2,2.7
01 04 2018 18:30,2.9,0,100,909.2,9.2,2.7
01 04 2018 18:40,2.9,0,100,909.2,9.2,2.7
01 04 2018 18:50,2.9,0,100,909.2,9.2,2.7
01 04 2018 19:00,2.8,0,100,909.3,10.1,2.7
01 04 2018 19:10,2.8,0,100,909.3,10.1,2.7
01 04 2018 19:20,2.8,0,100,909.3,10.1,2.7
01 04 2018 19:30,2.8,0,100,909.3,10.1,2.7
01 04 2018 19:40,2.8,0,100,909.3,10.1,2.7
01 04 2018 19:50,2.8,0,100,909.3,10.1,2.7
01 04 2018 20:00,2.9,0.1,100,909.6,12.6,2.7
01 04 2018 20:10,2.9,0.1,100,909.6,12.6,2.7
01 04 2018 20:20,2.9,0.1,100,909.6,12.6,2.7
01 04 2018 20:30,2.9,0.1,100,909.6,12.6,2.7
01 04 2018 20:40,2.9,0.1,100,909.6,12.6,2.7
01 04 2018 20:50,2.9,0.1,100,909.6,12.6,2.7
01 04 2018 21:00,2.8,0.2,100,909.9,10.1,2.7
01 04 2018 21:10,2.8,0.2,100,909.9,10.1,2.7
01 04 2018 21:20,2.8,0.2,100,909.9,10.1,2.7
01 04 2018 21:30,2.8,0.2,100,909.9,10.1,2.7
01 04 2018 21:40,2.8,0.2,100,909.9,10.1,2.7
01 04 2018 21:50,2.8,0.2,100,909.9,10.1,2.7
01 04 2018 22:00,2.7,0.3,100,909.7,9,2.7
01 04 2018 22:10,2.7,0.3,100,909.7,9,2.7
01 04 2018 22:20,2.7,0.3,100,909.7,9,2.7
01 04 2018 22:30,2.7,0.3,100,909.7,9,2.7
01 04 2018 22:40,2.7,0.3,100,909.7,9,2.7
01 04 2018 22:50,2.7,0.3,100,909.7,9,2.7
01 04 2018 23:00,2.7,0.2,100,910,9,2.5
01 04 2018 23:10,2.7,0.2,100,910,9,2.5
01 04 2018 23:20,2.7,0.2,100,910,9,2.5
01 04 2018 23:30,2.7,0.2,100,910,9,2.5
01 04 2018 23:40,2.7,0.2,100,910,9,2.5
01 04 2018 23:50,2.7,0.2,100,910,9,2.5
01 05 2018 00:00,2.6,0.5,100,910.7,8.7,2.4
01 05 2018 00:10,2.6,0.5,100,910.7,8.7,2.4
01 05 2018 00:20,2.6,0.5,100,910.7,8.7,2.4
01 05 2018 00:30,2.6,0.5,100,910.7,8.7,2.4
01 05 2018 00:40,2.6,0.5,100,910.7,8.7,2.4
01 05 2018 00:50,2.6,0.5,100,910.7,8.7,2.4
01 05 2018 01:00,2.4,0.7,100,911.3,8.8,2.2
01 05 2018 01:10,2.4,0.7,100,911.3,8.8,2.2
01 05 2018 01:20,2.4,0.7,100,911.3,8.8,2.2
01 05 2018 01:30,2.4,0.7,100,911.3,8.8,2.2
01 05 2018 01:40,2.4,0.7,100,911.3,8.8,2.2
01 05 2018 01:50,2.4,0.7,100,911.3,8.8,2.2
01 05 2018 02:00,2.2,0.6,100,911.7,8.8,2.1
01 05 2018 02:10,2.2,0.6,100,911.7,8.8,2.1
01 05 2018 02:20,2.2,0.6,100,911.7,8.8,2.1
01 05 2018 02:30,2.2,0.6,100,911.7,8.8,2.1
01 05 2018 02:40,2.2,0.6,100,911.7,8.8,2.1
01 05 2018 02:50,2.2,0.6,100,911.7,8.8,2.1
01 05 2018 03:00,2.3,0.7,100,912.7,8.4,2
01 05 2018 03:10,2.3,0.7,100,912.7,8.4,2
01 05 2018 03:20,2.3,0.7,100,912.7,8.4,2
01 05 2018 03:30,2.3,0.7,100,912.7,8.4,2
01 05 2018 03:40,2.3,0.7,100,912.7,8.4,2
01 05 2018 03:50,2.3,0.7,100,912.7,8.4,2
01 05 2018 04:00,2.5,0.4,100,913,7.7,2.1
01 05 2018 04:10,2.5,0.4,100,913,7.7,2.1
01 05 2018 04:20,2.5,0.4,100,913,7.7,2.1
01 05 2018 04:30,2.5,0.4,100,913,7.7,2.1
01 05 2018 04:40,2.5,0.4,100,913,7.7,2.1
01 05 2018 04:50,2.5,0.4,100,913,7.7,2.1
01 05 2018 05:00,2.9,0.1,100,913.2,5.4,1.7
01 05 2018 05:10,2.9,0.1,100,913.2,5.4,1.7
01 05 2018 05:20,2.9,0.1,100,913.2,5.4,1.7
01 05 2018 05:30,2.9,0.1,100,913.2,5.4,1.7
01 05 2018 05:40,2.9,0.1,100,913.2,5.4,1.7
01 05 2018 05:50,2.9,0.1,100,913.2,5.4,1.7
01 05 2018 06:00,3.4,0.1,100,913.9,4.7,1.1
01 05 2018 06:10,3.4,0.1,100,913.9,4.7,1.1
01 05 2018 06:20,3.4,0.1,100,913.9,4.7,1.1
01 05 2018 06:30,3.4,0.1,100,913.9,4.7,1.1
01 05 2018 06:40,3.4,0.1,100,913.9,4.7,1.1
01 05 2018 06:50,3.4,0.1,100,913.9,4.7,1.1
01 05 2018 07:00,3.1,0.2,100,913.9,6.9,1.1
01 05 2018 07:10,3.1,0.2,100,913.9,6.9,1.1
01 05 2018 07:20,3.1,0.2,100,913.9,6.9,1.1
01 05 2018 07:30,3.1,0.2,100,913.9,6.9,1.1
01 05 2018 07:40,3.1,0.2,100,913.9,6.9,1.1
01 05 2018 07:50,3.1,0.2,100,913.9,6.9,1.1
01 05 2018 08:00,3.6,0.2,91,914.3,8.2,1
01 05 2018 08:10,3.6,0.2,91,914.3,8.2,1
01 05 2018 08:20,3.6,0.2,91,914.3,8.2,1
01 05 2018 08:30,3.6,0.2,91,914.3,8.2,1
01 05 2018 08:40,3.6,0.2,91,914.3,8.2,1
01 05 2018 08:50,3.6,0.2,91,914.3,8.2,1
01 05 2018 09:00,3.5,0,90,914.6,6.6,0.9
01 05 2018 09:10,3.5,0,90,914.6,6.6,0.9
01 05 2018 09:20,3.5,0,90,914.6,6.6,0.9
01 05 2018 09:30,3.5,0,90,914.6,6.6,0.9
01 05 2018 09:40,3.5,0,90,914.6,6.6,0.9
01 05 2018 09:50,3.5,0,90,914.6,6.6,0.9
01 05 2018 10:00,3.3,0,68,915.1,3.3,0.8
01 05 2018 10:10,3.3,0,68,915.1,3.3,0.8
01 05 2018 10:20,3.3,0,68,915.1,3.3,0.8
01 05 2018 10:30,3.3,0,68,915.1,3.3,0.8
01 05 2018 10:40,3.3,0,68,915.1,3.3,0.8
01 05 2018 10:50,3.3,0,68,915.1,3.3,0.8
01 05 2018 11:00,2.8,0,56,915.4,2.6,0.6
01 05 2018 11:10,2.8,0,56,915.4,2.6,0.6
01 05 2018 11:20,2.8,0,56,915.4,2.6,0.6
01 05 2018 11:30,2.8,0,56,915.4,2.6,0.6
01 05 2018 11:40,2.8,0,56,915.4,2.6,0.6
01 05 2018 11:50,2.8,0,56,915.4,2.6,0.6
01 05 2018 12:00,2.4,0,22,915.6,1.6,0.5
01 05 2018 12:10,2.4,0,22,915.6,1.6,0.5
01 05 2018 12:20,2.4,0,22,915.6,1.6,0.5
01 05 2018 12:30,2.4,0,22,915.6,1.6,0.5
01 05 2018 12:40,2.4,0,22,915.6,1.6,0.5
01 05 2018 12:50,2.4,0,22,915.6,1.6,0.5
01 05 2018 13:00,0.8,0,5,915.6,3.7,-0.3
01 05 2018 13:10,0.8,0,5,915.6,3.7,-0.3
01 05 2018 13:20,0.8,0,5,915.6,3.7,-0.3
01 05 2018 13:30,0.8,0,5,915.6,3.7,-0.3
01 05 2018 13:40,0.8,0,5,915.6,3.7,-0.3
01 05 2018 13:50,0.8,0,5,915.6,3.7,-0.3
01 05 2018 14:00,0.4,0,2,916.2,4,-0.6
01 05 2018 14:10,0.4,0,2,916.2,4,-0.6
01 05 2018 14:20,0.4,0,2,916.2,4,-0.6
01 05 2018 14:30,0.4,0,2,916.2,4,-0.6
01 05 2018 14:40,0.4,0,2,916.2,4,-0.6
01 05 2018 14:50,0.4,0,2,916.2,4,-0.6
01 05 2018 15:00,-1.6,0,2,915.9,5.4,-2.1
01 05 2018 15:10,-1.6,0,2,915.9,5.4,-2.1
01 05 2018 15:20,-1.6,0,2,915.9,5.4,-2.1
01 05 2018 15:30,-1.6,0,2,915.9,5.4,-2.1
01 05 2018 15:40,-1.6,0,2,915.9,5.4,-2.1
01 05 2018 15:50,-1.6,0,2,915.9,5.4,-2.1
01 05 2018 16:00,-1.9,0,9,916.1,5.8,-2.4
01 05 2018 16:10,-1.9,0,9,916.1,5.8,-2.4
01 05 2018 16:20,-1.9,0,9,916.1,5.8,-2.4
01 05 2018 16:30,-1.9,0,9,916.1,5.8,-2.4
01 05 2018 16:40,-1.9,0,9,916.1,5.8,-2.4
01 05 2018 16:50,-1.9,0,9,916.1,5.8,-2.4
01 05 2018 17:00,-2.1,0,4,916.5,5,-2.5
01 05 2018 17:10,-2.1,0,4,916.5,5,-2.5
01 05 2018 17:20,-2.1,0,4,916.5,5,-2.5
01 05 2018 17:30,-2.1,0,4,916.5,5,-2.5
01 05 2018 17:40,-2.1,0,4,916.5,5,-2.5
01 05 2018 17:50,-2.1,0,4,916.5,5,-2.5
01 05 2018 18:00,-1.7,0,90,917,2.7,-1.7
01 05 2018 18:10,-1.7,0,90,917,2.7,-1.7
01 05 2018 18:20,-1.7,0,90,917,2.7,-1.7
01 05 2018 18:30,-1.7,0,90,917,2.7,-1.7
01 05 2018 18:40,-1.7,0,90,917,2.7,-1.7
01 05 2018 18:50,-1.7,0,90,917,2.7,-1.7
01 05 2018 19:00,-1.6,0,90,917.1,2.4,-1.8
01 05 2018 19:10,-1.6,0,90,917.1,2.4,-1.8
01 05 2018 19:20,-1.6,0,90,917.1,2.4,-1.8
01 05 2018 19:30,-1.6,0,90,917.1,2.4,-1.8
01 05 2018 19:40,-1.6,0,90,917.1,2.4,-1.8
01 05 2018 19:50,-1.6,0,90,917.1,2.4,-1.8
01 05 2018 20:00,-1.4,0,3,917.4,3.9,-2.6
01 05 2018 20:10,-1.4,0,3,917.4,3.9,-2.6
01 05 2018 20:20,-1.4,0,3,917.4,3.9,-2.6
01 05 2018 20:30,-1.4,0,3,917.4,3.9,-2.6
01 05 2018 20:40,-1.4,0,3,917.4,3.9,-2.6
01 05 2018 20:50,-1.4,0,3,917.4,3.9,-2.6
01 05 2018 21:00,-2.1,0,5,917.3,3.4,-3.2
01 05 2018 21:10,-2.1,0,5,917.3,3.4,-3.2
01 05 2018 21:20,-2.1,0,5,917.3,3.4,-3.2
01 05 2018 21:30,-2.1,0,5,917.3,3.4,-3.2
01 05 2018 21:40,-2.1,0,5,917.3,3.4,-3.2
01 05 2018 21:50,-2.1,0,5,917.3,3.4,-3.2
01 05 2018 22:00,-1.8,0,5,917.5,3.5,-3.2
01 05 2018 22:10,-1.8,0,5,917.5,3.5,-3.2
01 05 2018 22:20,-1.8,0,5,917.5,3.5,-3.2
01 05 2018 22:30,-1.8,0,5,917.5,3.5,-3.2
01 05 2018 22:40,-1.8,0,5,917.5,3.5,-3.2
01 05 2018 22:50,-1.8,0,5,917.5,3.5,-3.2
01 05 2018 23:00,-1.5,0,4,917.9,4,-2.9
01 05 2018 23:10,-1.5,0,4,917.9,4,-2.9
01 05 2018 23:20,-1.5,0,4,917.9,4,-2.9
01 05 2018 23:30,-1.5,0,4,917.9,4,-2.9
01 05 2018 23:40,-1.5,0,4,917.9,4,-2.9
01 05 2018 23:50,-1.5,0,4,917.9,4,-2.9
01 06 2018 00:00,-2.2,0,4,918,4.3,-3.8
01 06 2018 00:10,-2.2,0,4,918,4.3,-3.8
01 06 2018 00:20,-2.2,0,4,918,4.3,-3.8
01 06 2018 00:30,-2.2,0,4,918,4.3,-3.8
01 06 2018 00:40,-2.2,0,4,918,4.3,-3.8
01 06 2018 00:50,-2.2,0,4,918,4.3,-3.8
01 06 2018 01:00,-2.2,0,3,918.4,4.2,-3.7
01 06 2018 01:10,-2.2,0,3,918.4,4.2,-3.7
01 06 2018 01:20,-2.2,0,3,918.4,4.2,-3.7
01 06 2018 01:30,-2.2,0,3,918.4,4.2,-3.7
01 06 2018 01:40,-2.2,0,3,918.4,4.2,-3.7
01 06 2018 01:50,-2.2,0,3,918.4,4.2,-3.7
01 06 2018 02:00,-1,0,1,918.7,4,-1.8
01 06 2018 02:10,-1,0,1,918.7,4,-1.8
01 06 2018 02:20,-1,0,1,918.7,4,-1.8
01 06 2018 02:30,-1,0,1,918.7,4,-1.8
01 06 2018 02:40,-1,0,1,918.7,4,-1.8
01 06 2018 02:50,-1,0,1,918.7,4,-1.8
01 06 2018 03:00,1.3,0,0,920.3,6.2,0.3
01 06 2018 03:10,1.3,0,0,920.3,6.2,0.3
01 06 2018 03:20,1.3,0,0,920.3,6.2,0.3
01 06 2018 03:30,1.3,0,0,920.3,6.2,0.3
01 06 2018 03:40,1.3,0,0,920.3,6.2,0.3
01 06 2018 03:50,1.3,0,0,920.3,6.2,0.3
01 06 2018 04:00,4.4,0,1,921.8,5.1,1.6
01 06 2018 04:10,4.4,0,1,921.8,5.1,1.6
01 06 2018 04:20,4.4,0,1,921.8,5.1,1.6
01 06 2018 04:30,4.4,0,1,921.8,5.1,1.6
01 06 2018 04:40,4.4,0,1,921.8,5.1,1.6
01 06 2018 04:50,4.4,0,1,921.8,5.1,1.6
01 06 2018 05:00,6.3,0,0,922.5,3.3,-0.9
01 06 2018 05:10,6.3,0,0,922.5,3.3,-0.9
01 06 2018 05:20,6.3,0,0,922.5,3.3,-0.9
01 06 2018 05:30,6.3,0,0,922.5,3.3,-0.9
01 06 2018 05:40,6.3,0,0,922.5,3.3,-0.9
01 06 2018 05:50,6.3,0,0,922.5,3.3,-0.9
01 06 2018 06:00,7.1,0,0,922.4,2.9,-0.5
01 06 2018 06:10,7.1,0,0,922.4,2.9,-0.5
01 06 2018 06:20,7.1,0,0,922.4,2.9,-0.5
01 06 2018 06:30,7.1,0,0,922.4,2.9,-0.5
01 06 2018 06:40,7.1,0,0,922.4,2.9,-0.5
01 06 2018 06:50,7.1,0,0,922.4,2.9,-0.5
01 06 2018 07:00,7.4,0,0,922.1,1.1,-0.2
01 06 2018 07:10,7.4,0,0,922.1,1.1,-0.2
01 06 2018 07:20,7.4,0,0,922.1,1.1,-0.2
01 06 2018 07:30,7.4,0,0,922.1,1.1,-0.2
01 06 2018 07:40,7.4,0,0,922.1,1.1,-0.2
01 06 2018 07:50,7.4,0,0,922.1,1.1,-0.2
01 06 2018 08:00,7.2,0,0,922.3,4,1.1
01 06 2018 08:10,7.2,0,0,922.3,4,1.1
01 06 2018 08:20,7.2,0,0,922.3,4,1.1
01 06 2018 08:30,7.2,0,0,922.3,4,1.1
01 06 2018 08:40,7.2,0,0,922.3,4,1.1
01 06 2018 08:50,7.2,0,0,922.3,4,1.1
01 06 2018 09:00,7.2,0,0,922.4,4.2,1.7
01 06 2018 09:10,7.2,0,0,922.4,4.2,1.7
01 06 2018 09:20,7.2,0,0,922.4,4.2,1.7
01 06 2018 09:30,7.2,0,0,922.4,4.2,1.7
01 06 2018 09:40,7.2,0,0,922.4,4.2,1.7
01 06 2018 09:50,7.2,0,0,922.4,4.2,1.7
01 06 2018 10:00,5.9,0,0,922.2,4.3,3.6
01 06 2018 10:10,5.9,0,0,922.2,4.3,3.6
01 06 2018 10:20,5.9,0,0,922.2,4.3,3.6
01 06 2018 10:30,5.9,0,0,922.2,4.3,3.6
01 06 2018 10:40,5.9,0,0,922.2,4.3,3.6
01 06 2018 10:50,5.9,0,0,922.2,4.3,3.6
01 06 2018 11:00,5.8,0,0,922.3,4.8,0.8
01 06 2018 11:10,5.8,0,0,922.3,4.8,0.8
01 06 2018 11:20,5.8,0,0,922.3,4.8,0.8
01 06 2018 11:30,5.8,0,0,922.3,4.8,0.8
01 06 2018 11:40,5.8,0,0,922.3,4.8,0.8
01 06 2018 11:50,5.8,0,0,922.3,4.8,0.8
01 06 2018 12:00,3.5,0,0,921.8,5.7,-0.2
01 06 2018 12:10,3.5,0,0,921.8,5.7,-0.2
01 06 2018 12:20,3.5,0,0,921.8,5.7,-0.2
01 06 2018 12:30,3.5,0,0,921.8,5.7,-0.2
01 06 2018 12:40,3.5,0,0,921.8,5.7,-0.2
01 06 2018 12:50,3.5,0,0,921.8,5.7,-0.2
01 06 2018 13:00,3.2,0,0,922,5.8,-0.4
01 06 2018 13:10,3.2,0,0,922,5.8,-0.4
01 06 2018 13:20,3.2,0,0,922,5.8,-0.4
01 06 2018 13:30,3.2,0,0,922,5.8,-0.4
01 06 2018 13:40,3.2,0,0,922,5.8,-0.4
01 06 2018 13:50,3.2,0,0,922,5.8,-0.4
01 06 2018 14:00,1.6,0,0,921.3,6.9,-1.1
01 06 2018 14:10,1.6,0,0,921.3,6.9,-1.1
01 06 2018 14:20,1.6,0,0,921.3,6.9,-1.1
01 06 2018 14:30,1.6,0,0,921.3,6.9,-1.1
01 06 2018 14:40,1.6,0,0,921.3,6.9,-1.1
01 06 2018 14:50,1.6,0,0,921.3,6.9,-1.1
01 06 2018 15:00,0.8,0,0,921.3,6.8,-1.9
01 06 2018 15:10,0.8,0,0,921.3,6.8,-1.9
01 06 2018 15:20,0.8,0,0,921.3,6.8,-1.9
01 06 2018 15:30,0.8,0,0,921.3,6.8,-1.9
01 06 2018 15:40,0.8,0,0,921.3,6.8,-1.9
01 06 2018 15:50,0.8,0,0,921.3,6.8,-1.9
01 06 2018 16:00,0.6,0,0,921.5,6.6,-2.3
01 06 2018 16:10,0.6,0,0,921.5,6.6,-2.3
01 06 2018 16:20,0.6,0,0,921.5,6.6,-2.3
01 06 2018 16:30,0.6,0,0,921.5,6.6,-2.3
01 06 2018 16:40,0.6,0,0,921.5,6.6,-2.3
01 06 2018 16:50,0.6,0,0,921.5,6.6,-2.3
01 06 2018 17:00,0.9,0,0,922,6.3,-2.3
01 06 2018 17:10,0.9,0,0,922,6.3,-2.3
01 06 2018 17:20,0.9,0,0,922,6.3,-2.3
01 06 2018 17:30,0.9,0,0,922,6.3,-2.3
01 06 2018 17:40,0.9,0,0,922,6.3,-2.3
01 06 2018 17:50,0.9,0,0,922,6.3,-2.3
01 06 2018 18:00,1.3,0,0,922,5.8,-2.2
01 06 2018 18:10,1.3,0,0,922,5.8,-2.2
01 06 2018 18:20,1.3,0,0,922,5.8,-2.2
01 06 2018 18:30,1.3,0,0,922,5.8,-2.2
01 06 2018 18:40,1.3,0,0,922,5.8,-2.2
01 06 2018 18:50,1.3,0,0,922,5.8,-2.2
01 06 2018 19:00,1.4,0,0,922.1,6.5,-2.1
01 06 2018 19:10,1.4,0,0,922.1,6.5,-2.1
01 06 2018 19:20,1.4,0,0,922.1,6.5,-2.1
01 06 2018 19:30,1.4,0,0,922.1,6.5,-2.1
01 06 2018 19:40,1.4,0,0,922.1,6.5,-2.1
01 06 2018 19:50,1.4,0,0,922.1,6.5,-2.1
01 06 2018 20:00,1.2,0,0,922.3,7.2,-2.1
01 06 2018 20:10,1.2,0,0,922.3,7.2,-2.1
01 06 2018 20:20,1.2,0,0,922.3,7.2,-2.1
01 06 2018 20:30,1.2,0,0,922.3,7.2,-2.1
01 06 2018 20:40,1.2,0,0,922.3,7.2,-2.1
01 06 2018 20:50,1.2,0,0,922.3,7.2,-2.1
01 06 2018 21:00,1.2,0,0,922.4,6.9,-2.8
01 06 2018 21:10,1.2,0,0,922.4,6.9,-2.8
01 06 2018 21:20,1.2,0,0,922.4,6.9,-2.8
01 06 2018 21:30,1.2,0,0,922.4,6.9,-2.8
01 06 2018 21:40,1.2,0,0,922.4,6.9,-2.8
01 06 2018 21:50,1.2,0,0,922.4,6.9,-2.8
01 06 2018 22:00,0.9,0,4,922.3,6.2,-3.5
01 06 2018 22:10,0.9,0,4,922.3,6.2,-3.5
01 06 2018 22:20,0.9,0,4,922.3,6.2,-3.5
01 06 2018 22:30,0.9,0,4,922.3,6.2,-3.5
01 06 2018 22:40,0.9,0,4,922.3,6.2,-3.5
01 06 2018 22:50,0.9,0,4,922.3,6.2,-3.5
01 06 2018 23:00,0.6,0,0,922.3,5.8,-4.1
01 06 2018 23:10,0.6,0,0,922.3,5.8,-4.1
01 06 2018 23:20,0.6,0,0,922.3,5.8,-4.1
01 06 2018 23:30,0.6,0,0,922.3,5.8,-4.1
01 06 2018 23:40,0.6,0,0,922.3,5.8,-4.1
01 06 2018 23:50,0.6,0,0,922.3,5.8,-4.1
01 07 2018 00:00,0.2,0,0,922.6,6.2,-4.4
01 07 2018 00:10,0.2,0,0,922.6,6.2,-4.4
01 07 2018 00:20,0.2,0,0,922.6,6.2,-4.4
01 07 2018 00:30,0.2,0,0,922.6,6.2,-4.4
01 07 2018 00:40,0.2,0,0,922.6,6.2,-4.4
01 07 2018 00:50,0.2,0,0,922.6,6.2,-4.4
01 07 2018 01:00,0.2,0,0,923.1,5.8,-4.5
01 07 2018 01:10,0.2,0,0,923.1,5.8,-4.5
01 07 2018 01:20,0.2,0,0,923.1,5.8,-4.5
01 07 2018 01:30,0.2,0,0,923.1,5.8,-4.5
01 07 2018 01:40,0.2,0,0,923.1,5.8,-4.5
01 07 2018 01:50,0.2,0,0,923.1,5.8,-4.5
01 07 2018 02:00,1.4,0,0,923.7,6.2,-3.9
01 07 2018 02:10,1.4,0,0,923.7,6.2,-3.9
01 07 2018 02:20,1.4,0,0,923.7,6.2,-3.9
01 07 2018 02:30,1.4,0,0,923.7,6.2,-3.9
01 07 2018 02:40,1.4,0,0,923.7,6.2,-3.9
01 07 2018 02:50,1.4,0,0,923.7,6.2,-3.9
01 07 2018 03:00,4.3,0,0,925.5,9.1,-1.1
01 07 2018 03:10,4.3,0,0,925.5,9.1,-1.1
01 07 2018 03:20,4.3,0,0,925.5,9.1,-1.1
01 07 2018 03:30,4.3,0,0,925.5,9.1,-1.1
01 07 2018 03:40,4.3,0,0,925.5,9.1,-1.1
01 07 2018 03:50,4.3,0,0,925.5,9.1,-1.1
