Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Time,Temperature(°C),Precipitation(mm),Cloudcover(%),Pressure(hPa),Wind Speed(km / h),Dewpoint(°C)
02 01 2018 06:30,3296.18603515625,11.7898302078247,3485.41764275903,200.35659790039,02 01 2018 06:30,11.9,0.0,0,922.9,9.9,-6.1
02 01 2018 06:40,3045.51000976562,10.9035501480102,3237.31495707518,199.462905883789,02 01 2018 06:40,11.9,0.0,0,922.9,9.9,-6.1
02 01 2018 06:50,3444.74194335937,12.1880798339843,3548.2148951824,202.746002197265,02 01 2018 06:50,11.9,0.0,0,922.9,9.9,-6.1
02 01 2018 07:00,3417.74609375,11.9781303405761,3518.50824711723,199.402206420898,02 01 2018 07:00,11.5,0.0,0,921.9,9.3,-1.9
02 01 2018 07:10,2807.61303710937,10.6744699478149,3144.97729527041,197.229705810546,02 01 2018 07:10,11.5,0.0,0,921.9,9.3,-1.9
02 01 2018 07:20,2493.39306640625,9.69664669036865,2588.59195963497,200.319198608398,02 01 2018 07:20,11.5,0.0,0,921.9,9.3,-1.9
02 01 2018 07:30,3215.19604492187,11.4175901412963,3400.7825082287,200.488204956054,02 01 2018 07:30,11.5,0.0,0,921.9,9.3,-1.9
02 01 2018 07:40,3589.59008789062,12.6892700195312,3590.57317508054,199.528106689453,02 01 2018 07:40,11.5,0.0,0,921.9,9.3,-1.9
02 01 2018 07:50,3599.14990234375,13.0586004257202,3600.0,200.607803344726,02 01 2018 07:50,11.5,0.0,0,921.9,9.3,-1.9
02 01 2018 08:00,3375.17700195312,11.5208196640014,3426.92247226978,195.854705810546,02 01 2018 08:00,11.3,0.0,0,921.4,7.6,-1.2
02 01 2018 08:10,3346.98095703125,11.5123100280761,3424.84718980505,197.746704101562,02 01 2018 08:10,11.3,0.0,0,921.4,7.6,-1.2
02 01 2018 08:20,3567.96704101562,12.4162998199462,3572.33660315256,199.163803100585,02 01 2018 08:20,11.3,0.0,0,921.4,7.6,-1.2
02 01 2018 08:30,3519.26489257812,12.1601495742797,3544.6866079077,198.396896362304,02 01 2018 08:30,11.3,0.0,0,921.4,7.6,-1.2
02 01 2018 08:40,3485.19189453125,11.6710796356201,3461.26966600913,194.656997680664,02 01 2018 08:40,11.3,0.0,0,921.4,7.6,-1.2
02 01 2018 08:50,3145.56298828125,11.1458597183227,3321.54569566872,195.83250427246,02 01 2018 08:50,11.3,0.0,0,921.4,7.6,-1.2
02 01 2018 09:00,2978.31005859375,10.7728996276855,3186.225079135,193.17039489746,02 01 2018 09:00,10.3,0.0,0,920.7,4.6,1.8
02 01 2018 09:10,3179.00805664062,10.929759979248,3247.07461994401,195.099700927734,02 01 2018 09:10,10.3,0.0,0,920.7,4.6,1.8
02 01 2018 09:20,3461.5810546875,12.1400604248046,3542.06950150575,198.294799804687,02 01 2018 09:20,10.3,0.0,0,920.7,4.6,1.8
02 01 2018 09:30,3082.54907226562,11.1955604553222,3337.20522482988,200.757003784179,02 01 2018 09:30,10.3,0.0,0,920.7,4.6,1.8
02 01 2018 09:40,3493.65795898437,12.9486904144287,3597.67844568445,204.080596923828,02 01 2018 09:40,10.3,0.0,0,920.7,4.6,1.8
02 01 2018 09:50,3601.0458984375,14.8794298171997,3600.0,197.594299316406,02 01 2018 09:50,10.3,0.0,0,920.7,4.6,1.8
02 01 2018 10:00,3597.56494140625,15.124059677124,3600.0,196.345596313476,02 01 2018 10:00,7.7,0.0,0,919.7,7.3,3.4
02 01 2018 10:10,3602.17211914062,16.2936706542968,3600.0,196.836700439453,02 01 2018 10:10,7.7,0.0,0,919.7,7.3,3.4
02 01 2018 10:20,3601.99291992187,16.1239795684814,3600.0,192.230606079101,02 01 2018 10:20,7.7,0.0,0,919.7,7.3,3.4
02 01 2018 10:30,3600.791015625,15.2746000289916,3600.0,190.949295043945,02 01 2018 10:30,7.7,0.0,0,919.7,7.3,3.4
02 01 2018 10:40,3590.75,13.56672000885,3600.0,192.945602416992,02 01 2018 10:40,7.7,0.0,0,919.7,7.3,3.4
02 01 2018 10:50,3601.84594726562,15.3677997589111,3600.0,194.752807617187,02 01 2018 10:50,7.7,0.0,0,919.7,7.3,3.4
02 01 2018 11:00,3601.8701171875,15.8617496490478,3600.0,195.040298461914,02 01 2018 11:00,4.0,0.0,2,918.7,10.3,-1.0
02 01 2018 11:10,3591.65502929687,14.9205102920532,3600.0,197.989593505859,02 01 2018 11:10,4.0,0.0,2,918.7,10.3,-1.0
02 01 2018 11:20,3579.02490234375,13.6085300445556,3600.0,201.494506835937,02 01 2018 11:20,4.0,0.0,2,918.7,10.3,-1.0
02 01 2018 11:30,3598.13110351562,14.4638595581054,3600.0,200.488403320312,02 01 2018 11:30,4.0,0.0,2,918.7,10.3,-1.0
02 01 2018 11:40,3525.3330078125,12.6882896423339,3590.52770532539,202.225997924804,02 01 2018 11:40,4.0,0.0,2,918.7,10.3,-1.0
02 01 2018 11:50,3560.69995117187,13.556900024414,3600.0,202.153594970703,02 01 2018 11:50,4.0,0.0,2,918.7,10.3,-1.0
02 01 2018 12:00,3537.67602539062,13.3228101730346,3600.0,203.289398193359,02 01 2018 12:00,2.9,0.0,2,918.5,10.5,-1.4
02 01 2018 12:10,3491.291015625,12.6070098876953,3586.26151221851,201.093704223632,02 01 2018 12:10,2.9,0.0,2,918.5,10.5,-1.4
02 01 2018 12:20,3530.76611328125,12.3147602081298,3562.62840432461,197.54409790039,02 01 2018 12:20,2.9,0.0,2,918.5,10.5,-1.4
02 01 2018 12:30,2915.83911132812,10.3801898956298,3006.71766997446,200.919799804687,02 01 2018 12:30,2.9,0.0,2,918.5,10.5,-1.4
02 01 2018 12:40,2178.65893554687,9.11702919006347,2219.69198514598,201.024505615234,02 01 2018 12:40,2.9,0.0,2,918.5,10.5,-1.4
02 01 2018 12:50,2244.412109375,9.25319099426269,2308.32252649044,198.975997924804,02 01 2018 12:50,2.9,0.0,2,918.5,10.5,-1.4
02 01 2018 13:00,1278.89501953125,9.0723066329956,2190.70476314143,198.236404418945,02 01 2018 13:00,3.3,0.0,3,919.0,9.2,-0.9
02 01 2018 13:10,2832.93408203125,10.344630241394,2988.42459866748,196.647201538085,02 01 2018 13:10,3.3,0.0,3,919.0,9.2,-0.9
02 01 2018 13:20,3205.97290039062,11.1033096313476,3307.71074030315,200.146499633789,02 01 2018 13:20,3.3,0.0,3,919.0,9.2,-0.9
02 01 2018 13:30,3149.28491210937,11.069109916687,3296.30064173281,198.89680480957,02 01 2018 13:30,3.3,0.0,3,919.0,9.2,-0.9
02 01 2018 13:40,3273.65600585937,11.325810432434,3375.74290100659,201.144607543945,02 01 2018 13:40,3.3,0.0,3,919.0,9.2,-0.9
02 01 2018 13:50,3114.09912109375,11.0151395797729,3277.76115213776,204.927200317382,02 01 2018 13:50,3.3,0.0,3,919.0,9.2,-0.9
02 01 2018 14:00,3111.06005859375,10.907259941101,3238.7061584522,204.81379699707,02 01 2018 14:00,2.7,0.0,4,918.6,8.2,-1.2
02 01 2018 14:10,3361.01196289062,11.7694101333618,3481.44923036851,209.778594970703,02 01 2018 14:10,2.7,0.0,4,918.6,8.2,-1.2
02 01 2018 14:20,3421.419921875,11.8748302459716,3501.13034592277,209.600601196289,02 01 2018 14:20,2.7,0.0,4,918.6,8.2,-1.2
02 01 2018 14:30,3520.14892578125,12.1692600250244,3545.851554985,208.318099975585,02 01 2018 14:30,2.7,0.0,4,918.6,8.2,-1.2
02 01 2018 14:40,3589.42700195312,12.8206195831298,3595.38946602459,211.18179321289,02 01 2018 14:40,2.7,0.0,4,918.6,8.2,-1.2
02 01 2018 14:50,3495.11596679687,12.5716199874877,3584.0953070974,209.464706420898,02 01 2018 14:50,2.7,0.0,4,918.6,8.2,-1.2
02 01 2018 15:00,3298.76196289062,11.399299621582,3395.92916518786,205.625,02 01 2018 15:00,3.0,0.0,7,918.8,8.4,-1.9
02 01 2018 15:10,2894.44091796875,10.5454301834106,3087.17433373743,200.610702514648,02 01 2018 15:10,3.0,0.0,7,918.8,8.4,-1.9
02 01 2018 15:20,3486.62890625,12.3093299865722,3562.06338880745,202.056198120117,02 01 2018 15:20,3.0,0.0,7,918.8,8.4,-1.9
02 01 2018 15:30,3455.2470703125,12.1683197021484,3545.73194798009,203.720703125,02 01 2018 15:30,3.0,0.0,7,918.8,8.4,-1.9
02 01 2018 15:40,3556.78588867187,12.2870798110961,3559.69920327527,204.608596801757,02 01 2018 15:40,3.0,0.0,7,918.8,8.4,-1.9
02 01 2018 15:50,3375.58203125,12.0131902694702,3523.98620914655,201.741500854492,02 01 2018 15:50,3.0,0.0,7,918.8,8.4,-1.9
02 01 2018 16:00,3493.97900390625,12.2135295867919,3551.31873448443,201.715606689453,02 01 2018 16:00,2.4,0.0,4,918.7,7.8,-2.8
02 01 2018 16:10,3549.14794921875,12.9377403259277,3597.57459015449,199.968505859375,02 01 2018 16:10,2.4,0.0,4,918.7,7.8,-2.8
02 01 2018 16:20,3483.31591796875,13.6694202423095,3600.0,203.870697021484,02 01 2018 16:20,2.4,0.0,4,918.7,7.8,-2.8
02 01 2018 16:30,3589.85888671875,13.6978597640991,3600.0,204.802307128906,02 01 2018 16:30,2.4,0.0,4,918.7,7.8,-2.8
02 01 2018 16:40,3584.23510742187,12.7583599090576,3593.42108884215,202.650802612304,02 01 2018 16:40,2.4,0.0,4,918.7,7.8,-2.8
02 01 2018 16:50,3599.00805664062,12.7651796340942,3593.66423795296,201.257095336914,02 01 2018 16:50,2.4,0.0,4,918.7,7.8,-2.8
02 01 2018 17:00,3602.63793945312,13.0772199630737,3600.0,203.440704345703,02 01 2018 17:00,2.1,0.0,12,919.0,7.6,-2.9
02 01 2018 17:10,3550.56396484375,12.593409538269,3585.45131707174,205.153503417968,02 01 2018 17:10,2.1,0.0,12,919.0,7.6,-2.9
02 01 2018 17:20,3552.78295898437,12.5136699676513,3580.13958133505,205.008193969726,02 01 2018 17:20,2.1,0.0,12,919.0,7.6,-2.9
02 01 2018 17:30,3585.01098632812,12.534399986267,3581.61318305151,204.120300292968,02 01 2018 17:30,2.1,0.0,12,919.0,7.6,-2.9
02 01 2018 17:40,3421.17602539062,11.9644298553466,3516.31020021473,201.998901367187,02 01 2018 17:40,2.1,0.0,12,919.0,7.6,-2.9
02 01 2018 17:50,3406.0400390625,11.9457702636718,3513.26434859883,194.378692626953,02 01 2018 17:50,2.1,0.0,12,919.0,7.6,-2.9
02 01 2018 18:00,3515.61010742187,12.2070798873901,3550.54211738128,189.523803710937,02 01 2018 18:00,1.9,0.0,27,919.5,7.8,-2.9
02 01 2018 18:10,3515.96508789062,12.2751502990722,3558.39906800035,190.579498291015,02 01 2018 18:10,1.9,0.0,27,919.5,7.8,-2.9
02 01 2018 18:20,3475.4189453125,12.7226400375366,3592.03630693273,187.612503051757,02 01 2018 18:20,1.9,0.0,27,919.5,7.8,-2.9
02 01 2018 18:30,3471.15698242187,12.2653703689575,3557.31619028323,189.437194824218,02 01 2018 18:30,1.9,0.0,27,919.5,7.8,-2.9
02 01 2018 18:40,3281.7548828125,11.7036895751953,3468.15991321422,192.261901855468,02 01 2018 18:40,1.9,0.0,27,919.5,7.8,-2.9
02 01 2018 18:50,2955.11499023437,10.9635295867919,3259.41290546653,190.457199096679,02 01 2018 18:50,1.9,0.0,27,919.5,7.8,-2.9
02 01 2018 19:00,3061.73510742187,11.2979698181152,3367.8051386683,192.858200073242,02 01 2018 19:00,1.9,0.0,19,919.5,7.9,-2.7
02 01 2018 19:10,2679.11010742187,10.6659498214721,3141.29261131238,194.084396362304,02 01 2018 19:10,1.9,0.0,19,919.5,7.9,-2.7
02 01 2018 19:20,2721.0810546875,10.8332901000976,3210.35060075426,195.201797485351,02 01 2018 19:20,1.9,0.0,19,919.5,7.9,-2.7
02 01 2018 19:30,2649.13696289062,10.5783700942993,3102.33999824069,195.343200683593,02 01 2018 19:30,1.9,0.0,19,919.5,7.9,-2.7
02 01 2018 19:40,2707.74291992187,10.3885402679443,3010.96227906629,201.797698974609,02 01 2018 19:40,1.9,0.0,19,919.5,7.9,-2.7
02 01 2018 19:50,2508.83203125,10.0804195404052,2841.09942231867,204.207397460937,02 01 2018 19:50,1.9,0.0,19,919.5,7.9,-2.7
02 01 2018 20:00,2316.64794921875,9.83873844146728,2687.68808162899,199.747406005859,02 01 2018 20:00,0.8,0.0,64,918.8,10.5,-3.6
02 01 2018 20:10,3081.54296875,11.4399995803833,3406.63706435351,200.240295410156,02 01 2018 20:10,0.8,0.0,64,918.8,10.5,-3.6
02 01 2018 20:20,3397.63891601562,11.9440298080444,3512.97717205074,201.166397094726,02 01 2018 20:20,0.8,0.0,64,918.8,10.5,-3.6
02 01 2018 20:30,3391.71606445312,11.8592901229858,3498.35399407939,201.71060180664,02 01 2018 20:30,0.8,0.0,64,918.8,10.5,-3.6
02 01 2018 20:40,3587.51098632812,12.8114795684814,3595.1357821697,201.348495483398,02 01 2018 20:40,0.8,0.0,64,918.8,10.5,-3.6
02 01 2018 20:50,3603.11206054687,12.9135398864746,3597.28438052126,201.676895141601,02 01 2018 20:50,0.8,0.0,64,918.8,10.5,-3.6
02 01 2018 21:00,3591.09301757812,12.7283201217651,3592.26902604332,202.413299560546,02 01 2018 21:00,1.9,0.0,12,919.1,7.1,-3.2
02 01 2018 21:10,3221.044921875,11.6635799407958,3459.65697188092,202.661895751953,02 01 2018 21:10,1.9,0.0,12,919.1,7.1,-3.2
02 01 2018 21:20,2887.73388671875,11.095230102539,3305.03861196709,204.061203002929,02 01 2018 21:20,1.9,0.0,12,919.1,7.1,-3.2
02 01 2018 21:30,2364.53491210937,10.1609497070312,2888.1834694536,203.337905883789,02 01 2018 21:30,1.9,0.0,12,919.1,7.1,-3.2
02 01 2018 21:40,1935.84704589843,9.20241546630859,2275.21144803516,197.801300048828,02 01 2018 21:40,1.9,0.0,12,919.1,7.1,-3.2
02 01 2018 21:50,1549.48095703125,8.53928470611572,1852.27385123011,195.506103515625,02 01 2018 21:50,1.9,0.0,12,919.1,7.1,-3.2
02 01 2018 22:00,1625.75598144531,8.80914115905761,2021.75423914516,187.484603881835,02 01 2018 22:00,1.6,0.0,88,918.5,8.6,-2.6
02 01 2018 22:10,1994.22204589843,9.60846042633056,2523.60897951622,188.023895263671,02 01 2018 22:10,1.6,0.0,88,918.5,8.6,-2.6
02 01 2018 22:20,2362.0,9.84492397308349,2691.84853250982,190.660400390625,02 01 2018 22:20,1.6,0.0,88,918.5,8.6,-2.6
02 01 2018 22:30,2097.77197265625,9.33867073059082,2364.19874342852,196.733596801757,02 01 2018 22:30,1.6,0.0,88,918.5,8.6,-2.6
02 01 2018 22:40,1564.59094238281,8.42491626739501,1781.89987727917,197.015899658203,02 01 2018 22:40,1.6,0.0,88,918.5,8.6,-2.6
02 01 2018 22:50,1107.47497558593,7.65623378753662,1339.71394884899,188.690399169921,02 01 2018 22:50,1.6,0.0,88,918.5,8.6,-2.6
02 01 2018 23:00,1303.11694335937,8.14458179473876,1613.84771310931,181.659606933593,02 01 2018 23:00,1.8,0.0,85,918.4,8.4,-2.1
02 01 2018 23:10,1561.18200683593,8.54713726043701,1857.14017452757,173.536697387695,02 01 2018 23:10,1.8,0.0,85,918.4,8.4,-2.1
02 01 2018 23:20,1544.9990234375,8.38180446624755,1755.62759790948,171.383407592773,02 01 2018 23:20,1.8,0.0,85,918.4,8.4,-2.1
02 01 2018 23:30,1456.73803710937,7.85044908523559,1445.55353367836,179.819793701171,02 01 2018 23:30,1.8,0.0,85,918.4,8.4,-2.1
02 01 2018 23:40,1795.64404296875,8.65655136108398,1925.37408203171,188.238296508789,02 01 2018 23:40,1.8,0.0,85,918.4,8.4,-2.1
02 01 2018 23:50,2773.291015625,10.9231195449829,3244.61717448122,179.039093017578,02 01 2018 23:50,1.8,0.0,85,918.4,8.4,-2.1
03 01 2018 00:00,2782.56811523437,10.405119895935,3019.33269562616,176.925598144531,03 01 2018 00:00,-6.4,0.2,100,919.1,8.3,-9.2
03 01 2018 00:10,2446.42407226562,9.49813079833984,2468.76137810731,174.677001953125,03 01 2018 00:10,-6.4,0.2,100,919.1,8.3,-9.2
03 01 2018 00:20,3412.39208984375,11.9302501678466,3510.68492806304,180.672500610351,03 01 2018 00:20,-6.4,0.2,100,919.1,8.3,-9.2
03 01 2018 00:30,3255.337890625,11.0762901306152,3298.71779163661,183.875503540039,03 01 2018 00:30,-6.4,0.2,100,919.1,8.3,-9.2
03 01 2018 00:40,2796.876953125,10.4578800201416,3045.46680084979,192.191101074218,03 01 2018 00:40,-6.4,0.2,100,919.1,8.3,-9.2
03 01 2018 00:50,2467.9541015625,9.79114913940429,2655.25524050058,197.104598999023,03 01 2018 00:50,-6.4,0.2,100,919.1,8.3,-9.2
03 01 2018 01:00,1278.88696289062,7.62648677825927,1323.91105222754,202.940505981445,03 01 2018 01:00,-6.4,0.2,92,919.8,7.6,-9.0
03 01 2018 01:10,1042.53796386718,7.28763580322265,1150.913827836,207.387100219726,03 01 2018 01:10,-6.4,0.2,92,919.8,7.6,-9.0
03 01 2018 01:20,609.076171875,6.22820901870727,703.72052690461,216.998901367187,03 01 2018 01:20,-6.4,0.2,92,919.8,7.6,-9.0
03 01 2018 01:30,175.440704345703,4.47162199020385,216.017072278726,222.509094238281,03 01 2018 01:30,-6.4,0.2,92,919.8,7.6,-9.0
03 01 2018 01:40,112.110900878906,4.12782907485961,147.104139625711,215.451400756835,03 01 2018 01:40,-6.4,0.2,92,919.8,7.6,-9.0
03 01 2018 01:50,271.917114257812,5.03284406661987,344.109478420821,202.510299682617,03 01 2018 01:50,-6.4,0.2,92,919.8,7.6,-9.0
03 01 2018 02:00,737.448791503906,6.26704502105712,717.843498117624,211.200302124023,03 01 2018 02:00,-6.2,0.1,90,920.3,7.2,-9.0
03 01 2018 02:10,1375.57995605468,7.76333713531494,1397.52318976882,193.610702514648,03 01 2018 02:10,-6.2,0.1,90,920.3,7.2,-9.0
03 01 2018 02:20,1520.89001464843,8.21955204010009,1658.11911213164,172.135498046875,03 01 2018 02:20,-6.2,0.1,90,920.3,7.2,-9.0
03 01 2018 02:30,1349.11206054687,7.9748888015747,1515.64947499497,168.356903076171,03 01 2018 02:30,-6.2,0.1,90,920.3,7.2,-9.0
03 01 2018 02:40,889.129821777343,6.79436492919921,926.044480629263,171.129501342773,03 01 2018 02:40,-6.2,0.1,90,920.3,7.2,-9.0
03 01 2018 02:50,412.115509033203,5.53610801696777,479.44724074806,162.703796386718,03 01 2018 02:50,-6.2,0.1,90,920.3,7.2,-9.0
03 01 2018 03:00,444.603607177734,5.49171495437622,466.619713732775,150.281692504882,03 01 2018 03:00,-6.1,0.0,100,920.7,6.8,-8.8
03 01 2018 03:10,655.730712890625,6.07675409317016,650.187022962429,149.640899658203,03 01 2018 03:10,-6.1,0.0,100,920.7,6.8,-8.8
03 01 2018 03:20,882.5654296875,6.69093894958496,882.728232489512,152.222503662109,03 01 2018 03:20,-6.1,0.0,100,920.7,6.8,-8.8
03 01 2018 03:30,998.384582519531,6.84801197052001,949.011611320787,157.164306640625,03 01 2018 03:30,-6.1,0.0,100,920.7,6.8,-8.8
03 01 2018 03:40,1193.39599609375,7.75938415527343,1395.36478692565,152.69970703125,03 01 2018 03:40,-6.1,0.0,100,920.7,6.8,-8.8
03 01 2018 03:50,1122.71203613281,7.41762685775756,1215.65950886484,152.07600402832,03 01 2018 03:50,-6.1,0.0,100,920.7,6.8,-8.8
03 01 2018 04:00,1214.1259765625,7.4722261428833,1243.60005403349,154.783798217773,03 01 2018 04:00,-5.8,0.0,100,920.5,5.9,-8.4
03 01 2018 04:10,1086.30700683593,7.0807728767395,1052.76802727855,160.218307495117,03 01 2018 04:10,-5.8,0.0,100,920.5,5.9,-8.4
03 01 2018 04:20,1060.60302734375,7.05372190475463,1040.356846593,165.815399169921,03 01 2018 04:20,-5.8,0.0,100,920.5,5.9,-8.4
03 01 2018 04:30,1451.71398925781,7.76631498336791,1399.15038161011,170.844497680664,03 01 2018 04:30,-5.8,0.0,100,920.5,5.9,-8.4
03 01 2018 04:40,1361.4599609375,7.8332462310791,1435.99887801734,173.024093627929,03 01 2018 04:40,-5.8,0.0,100,920.5,5.9,-8.4
03 01 2018 04:50,1490.56994628906,7.95930099487304,1506.77685258253,173.97639465332,03 01 2018 04:50,-5.8,0.0,100,920.5,5.9,-8.4
03 01 2018 05:00,1153.13903808593,7.28374290466308,1149.01242363998,176.793197631835,03 01 2018 05:00,-4.9,0.0,100,920.9,4.6,-8.0
03 01 2018 05:10,953.976013183593,7.00125217437744,1016.55258240585,178.093002319335,03 01 2018 05:10,-4.9,0.0,100,920.9,4.6,-8.0
03 01 2018 05:20,799.085693359375,6.75813579559326,910.72825461627,174.033004760742,03 01 2018 05:20,-4.9,0.0,100,920.9,4.6,-8.0
03 01 2018 05:30,616.254821777343,6.17999219894409,686.411402678963,167.996002197265,03 01 2018 05:30,-4.9,0.0,100,920.9,4.6,-8.0
03 01 2018 05:40,646.924499511718,6.30171918869018,730.590170586589,168.81199645996,03 01 2018 05:40,-4.9,0.0,100,920.9,4.6,-8.0
03 01 2018 05:50,1323.68200683593,7.51777696609497,1267.13496891123,184.701797485351,03 01 2018 05:50,-4.9,0.0,100,920.9,4.6,-8.0
03 01 2018 06:00,1568.88598632812,8.09420299530029,1584.39555144266,194.009292602539,03 01 2018 06:00,-4.2,0.0,90,921.0,3.6,-7.7
03 01 2018 06:10,1580.90295410156,7.85495376586914,1448.06104925975,197.801498413085,03 01 2018 06:10,-4.2,0.0,90,921.0,3.6,-7.7
03 01 2018 06:20,1495.18005371093,7.71946811676025,1373.67507597197,191.208694458007,03 01 2018 06:20,-4.2,0.0,90,921.0,3.6,-7.7
03 01 2018 06:30,2063.86889648437,8.84790134429931,2046.43894595384,195.063903808593,03 01 2018 06:30,-4.2,0.0,90,921.0,3.6,-7.7
03 01 2018 06:40,2368.76000976562,9.63101959228515,2540.49173140429,198.07470703125,03 01 2018 06:40,-4.2,0.0,90,921.0,3.6,-7.7
03 01 2018 06:50,2516.419921875,9.76766490936279,2638.97173094385,191.838500976562,03 01 2018 06:50,-4.2,0.0,90,921.0,3.6,-7.7
03 01 2018 07:00,2108.77099609375,9.18500423431396,2263.87309482431,190.007003784179,03 01 2018 07:00,-3.1,0.0,90,920.6,4.7,-7.3
03 01 2018 07:10,2568.11108398437,9.92765045166015,2746.29034022315,179.322692871093,03 01 2018 07:10,-3.1,0.0,90,920.6,4.7,-7.3
03 01 2018 07:20,3445.21997070312,12.0327596664428,3526.95250748549,175.935501098632,03 01 2018 07:20,-3.1,0.0,90,920.6,4.7,-7.3
03 01 2018 07:30,2994.10693359375,10.8730897903442,3225.76917411555,180.75830078125,03 01 2018 07:30,-3.1,0.0,90,920.6,4.7,-7.3
03 01 2018 07:40,2594.93701171875,10.3806104660034,3006.93191470242,177.421203613281,03 01 2018 07:40,-3.1,0.0,90,920.6,4.7,-7.3
03 01 2018 07:50,2326.82592773437,10.3430204391479,2987.58808341987,164.631393432617,03 01 2018 07:50,-3.1,0.0,90,920.6,4.7,-7.3
03 01 2018 08:00,1941.46398925781,9.28379154205322,2328.30752557584,157.365997314453,03 01 2018 08:00,-2.3,0.0,60,920.2,5.5,-6.4
03 01 2018 08:10,1581.48706054687,8.2639513015747,1684.57783763609,151.177703857421,03 01 2018 08:10,-2.3,0.0,60,920.2,5.5,-6.4
03 01 2018 08:20,1013.28698730468,7.16107702255249,1090.17934367785,144.42300415039,03 01 2018 08:20,-2.3,0.0,60,920.2,5.5,-6.4
03 01 2018 08:30,375.617614746093,5.50215196609497,469.619164434996,145.331802368164,03 01 2018 08:30,-2.3,0.0,60,920.2,5.5,-6.4
03 01 2018 08:40,198.15119934082,4.64558410644531,253.467242473226,155.765304565429,03 01 2018 08:40,-2.3,0.0,60,920.2,5.5,-6.4
03 01 2018 08:50,87.4404525756835,3.84786701202392,100.642021991036,162.271697998046,03 01 2018 08:50,-2.3,0.0,60,920.2,5.5,-6.4
03 01 2018 09:00,189.137802124023,4.5537109375,233.455863572107,148.053604125976,03 01 2018 09:00,-1.3,0.0,55,919.8,9.0,-6.2
03 01 2018 09:10,434.43179321289,5.73595285415649,539.507061935846,136.671203613281,03 01 2018 09:10,-1.3,0.0,55,919.8,9.0,-6.2
03 01 2018 09:20,336.500793457031,5.05796909332275,350.369419130146,139.464004516601,03 01 2018 09:20,-1.3,0.0,55,919.8,9.0,-6.2
03 01 2018 09:30,296.610107421875,4.92244005203247,317.171802843971,141.793899536132,03 01 2018 09:30,-1.3,0.0,55,919.8,9.0,-6.2
03 01 2018 09:40,92.9240036010742,3.82135009765625,96.2524817585945,148.574798583984,03 01 2018 09:40,-1.3,0.0,55,919.8,9.0,-6.2
03 01 2018 09:50,85.7023010253906,3.58084106445312,61.5770214349031,165.895706176757,03 01 2018 09:50,-1.3,0.0,55,919.8,9.0,-6.2
03 01 2018 10:00,309.511413574218,4.71614503860473,269.205736737451,187.605194091796,03 01 2018 10:00,-1.6,0.0,33,919.1,9.6,-6.0
03 01 2018 10:10,381.172607421875,5.08085584640502,356.114453045078,188.436294555664,03 01 2018 10:10,-1.6,0.0,33,919.1,9.6,-6.0
03 01 2018 10:20,417.266296386718,5.34326791763305,425.022608679788,202.238998413085,03 01 2018 10:20,-1.6,0.0,33,919.1,9.6,-6.0
03 01 2018 10:30,446.343811035156,5.45271205902099,455.498983615747,201.033096313476,03 01 2018 10:30,-1.6,0.0,33,919.1,9.6,-6.0
03 01 2018 10:40,206.602096557617,4.29698801040649,180.220730383836,191.485107421875,03 01 2018 10:40,-1.6,0.0,33,919.1,9.6,-6.0
03 01 2018 10:50,251.375701904296,4.73626089096069,273.753082545745,183.433395385742,03 01 2018 10:50,-1.6,0.0,33,919.1,9.6,-6.0
03 01 2018 11:00,275.013610839843,4.78056287765502,283.864666226719,187.940597534179,03 01 2018 11:00,-2.1,0.0,19,918.3,10.0,-6.8
03 01 2018 11:10,314.2744140625,4.89414119720458,310.413119851603,180.848007202148,03 01 2018 11:10,-2.1,0.0,19,918.3,10.0,-6.8
